Bf-Nr;Bahnhof;DS 100;Aufgaben­träger;Bahnhofs­kategorie 2015;Bahnhofs­kategorie 2005;Bundes­land;Regional­bereich;Stations­preis 2015 [€];Stations­preis 2005 [€];Veränderung 2005–2015 [%]
3390;Bad Kötzting;;BEG;6;;Bayern;;3,34;;
296;Bad Kreuznach;SBKN;ZPNV Süd;3;3;Rheinland-Pfalz;Mitte;4,33;9,56;–120,79
297;Bad Krozingen;RBKR;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
298;Bad Langensalza;ULS;NVS;4;5;Thüringen;Südost;5,59;4,22;24,51
299;Bad Lauchstädt;LLAU;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
300;Bad Lauchstädt West;LLAW;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
301;Bad Lausick;LBLS;ZVNL;5;4;Sachsen;Südost;4,43;1,61;63,66
8081;Bad Lauterberg im Harz Barbis;;LNVG;7;;Niedersachsen;;2,98;;
303;Bad Liebenwerda;BBLW;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
304;Bad Liebenzell;TBLI;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
3913;Bad Malente Gremsmühlen;AMAG;LVS;5;5;Schleswig-Holstein;Nord;4,66;4,06;12,88
3913;Bad Malente-Gremsmühlen;;LVS;5;;Schleswig-Holstein;;4,66;;
305;Bad Mergentheim;TBMR;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
306;Bad Münder (Deister);HMDD;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
307;Bad Münster am Stein;SBMS;ZPNV Süd;4;5;Rheinland-Pfalz;Mitte;4,26;1,73;59,39
308;Bad Münstereifel;KMUE;NVR;6;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
174;Bad Münstereifel Arloff;;NVR;6;;Nordrhein-Westfalen;;4,3;;
3018;Bad Münstereifel-Iversheim;;NVR;6;;Nordrhein-Westfalen;;4,3;;
310;Bad Nauheim;FBNA;RMV;4;5;Hessen;Mitte;3,2;2,37;25,94
311;Bad Nenndorf;HNDF;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
312;Bad Neuenahr;KNEB;ZVRP Nord;5;5;Rheinland-Pfalz;Mitte;2,57;1,73;32,68
313;Bad Neustadt (Saale);NBNE;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
314;Bad Niedernau;TBN;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
315;Bad Oeynhausen;HOY;NWL;3;3;Nordrhein-Westfalen;West;7,57;5,81;23,25
316;Bad Oeynhausen Süd;HBOE;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
317;Bad Oldesloe;AO;LVS;2;3;Schleswig-Holstein;Nord;26,68;8,1;69,64
318;Bad Peterstal;RBPL;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
319;Bad Pyrmont;HPRT;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
320;Bad Rappenau;RBRA;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
8274;Bad Rappenau Kurpark;;NVBW;6;;Baden-Württemberg;;2,93;;
321;Bad Reichenhall;MBRL;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
322;Bad Reichenhall-Kirchberg;MBRK;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
5302;Bad Rodach (b Coburg);NRC;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
324;Bad Saarow-Pieskow;BBSP;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
326;Bad Sachsa;HSCH;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
327;Bad Säckingen;RSAE;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
328;Bad Salzdetfurth;HBSA;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
8064;Bad Salzdetfurth-Solebad;HBSK;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
329;Bad Salzhausen;FBSH;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
331;Bad Salzschlirf;FSF;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
332;Bad Salzuflen;EBSU;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
333;Bad Salzungen;USZ;NVS;5;5;Thüringen;Südost;3,97;4,22;–6,3
334;Bad Sassendorf;EBSA;NWL;6;5;Nordrhein-Westfalen;West;4,1;2,83;30,98
5520;Bad Saulgau;TSL;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
335;Bad Schandau;DSA;VVO;3;3;Sachsen;Südost;5,36;21,59;–302,8
341;Bad Schönborn Kronau;RBSK;NVBW;6;5;Baden-Württemberg;Südwest;2,93;2,31;21,16
340;Bad Schönborn Süd;RBS;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
342;Bad Schussenried;TBSC;NVBW;5;6;Baden-Württemberg;Südwest;3,49;2,03;41,83
343;Bad Schwartau;ASCH;LVS;5;5;Schleswig-Holstein;Nord;4,66;4,06;12,88
344;Bad Sebastiansweiler-Belsen;TBSB;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
345;Bad Segeberg;ASB;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
5875;Bad Sobernheim;SSOB;ZPNV Süd;5;5;Rheinland-Pfalz;Mitte;3,17;1,73;45,43
346;Bad Soden (Taunus);FBSO;RMV;5;3;Hessen;Mitte;2,83;4,65;–64,31
347;Bad Soden-Salmünster;FBSS;RMV;5;5;Hessen;Mitte;2,83;2,37;16,25
348;Bad Sooden-Allendorf;FBSD;NVV;6;6;Hessen;Mitte;3,96;2,32;41,41
349;Bad St Peter Süd;APSD;LVS;7;6;Schleswig-Holstein;Nord;2,26;2,56;–13,27
350;Bad St Peter-Ording;APO;LVS;6;6;Schleswig-Holstein;Nord;4,33;2,56;40,88
5963;Bad Staffelstein;;BEG;5;;Bayern;;3,17;;
351;Bad Steben;NBST;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
353;Bad Sulza;UBS;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
354;Bad Sulza Nord;UBSN;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
355;Bad Teinach;TBT;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
355;Bad Teinach-Neubulach;;NVBW;7;;Baden-Württemberg;;2,33;;
357;Bad Tölz;MBT;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
358;Bad Vilbel;FVL;RMV;3;4;Hessen;Mitte;4,66;1,85;60,3
359;Bad Vilbel Süd;FVLS;RMV;5;4;Hessen;Mitte;2,83;1,85;34,63
2287;Bad Vilbel-Gronau;FGRN;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
360;Bad Waldsee;TBWA;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
363;Bad Wilsnack;WWIL;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
364;Bad Wimpfen;RBWF;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
8273;Bad Wimpfen im Tal;;NVBW;6;;Baden-Württemberg;;2,93;;
365;Bad Wimpfen-Hohenstadt;RBWH;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
366;Bad Windsheim;NBWI;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
367;Bad Wörishofen;MBWH;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
368;Bad Zwischenahn;HZWI;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
369;Baddeckenstedt;HBAD;ZGB;6;6;Niedersachsen;Nord;5,12;2,61;49,02
370;Baden (Kr Verden);HBDV;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
371;Baden-Baden;RBB;NVBW;3;3;Baden-Württemberg;Südwest;6,43;6,87;–6,84
7159;Baden-Baden Haueneberstein;RHEB;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
6236;Baden-Baden Rebland;RBBL;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
373;Bagenz;BBG;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
374;Bahnsdorf;BBO;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
376;Bahrenfeld (S-Bahn);ABAF;BWVI;4;4;Hamburg;Nord;2,87;2,12;26,13
377;Baierbrunn;MBAB;BEG;6;5;Bayern;Süd;3,34;2,32;30,54
379;Baiersdorf;NBD;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
380;Baitz;BBAI;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
381;Balbersdorf;NBAF;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
382;Baldham;MBDH;BEG;5;4;Bayern;Süd;3,17;1,44;54,57
383;Balduinstein;FBAD;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
8032;Balgheim;TBLH;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
384;Balgstädt;UBGS;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
385;Balingen (Württ);TBG;NVBW;4;5;Baden-Württemberg;Südwest;4,62;2,31;50
386;Balingen Süd;TBGS;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
390;Ballstädt (Kr Gotha);UBAS;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
391;Baltersweiler;SBAL;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
392;Balve;EBAV;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
393;Bamberg;NBA;BEG;2;3;Bayern;Süd;13,28;8,54;35,69
394;Bammental;RBAM;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
398;Banteln;HBAN;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
400;Bantorf;HBTF;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
7185;Barbelroth;RBRT;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
402;Bardowick;ABAD;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
403;Bärenhecke-Johnsbach;DBJ;VVO;7;6;Sachsen;Südost;2,5;2,37;5,2
405;Bärenklau;BBKL;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
406;Bärenstein (b Glashütte/Sachs);DBAG;VVO;6;6;Sachsen;Südost;2,9;2,37;18,28
408;Bargteheide;ABAE;LVS;4;5;Schleswig-Holstein;Nord;4,35;4,06;6,67
410;Barleben;LBAR;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
411;Barleber See;LBAS;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
412;Barmbek (S-Bahn);ABAP;BWVI;4;4;Hamburg;Nord;2,87;2,12;26,13
414;Barnstorf (Han);HBNF;LNVG;5;6;Niedersachsen;Nord;4,97;2,61;47,48
415;Barnten;HBNT;LNVG;6;5;Niedersachsen;Nord;4,62;2,75;40,48
416;Barrien;HBAR;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
418;Barsinghausen;HBGH;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
420;Barthmühle;DBAM;ZVV;6;6;Sachsen;Südost;4,03;2,37;41,19
421;Baruth (Mark);BBA;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
425;Bassum;HBAS;LNVG;5;5;Niedersachsen;Nord;4,97;2,75;44,67
426;Batzenhäusle;RBZE;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
427;Batzhausen;NBH;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
429;Bäumenheim;MBHM;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
430;Baumschulenweg;BBW;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
431;Baunach;NBAU;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
2420;Baunatal-Guntershausen;FGTH;NVV;5;5;Hessen;Mitte;2,34;2,37;–1,28
5224;Baunatal-Rengershausen;FREH;NVV;6;5;Hessen;Mitte;3,96;2,37;40,15
432;Bautzen;DBZ;ZVON;4;3;Sachsen;Südost;9,13;21,59;–136,47
433;Bavendorf;ABF;LNVG;7;6;Niedersachsen;Nord;2,98;2,61;12,42
435;Bayerisch Eisenstein;NBEI;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
436;Bayerisch Gmain;MBGM;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
437;Bayerwerk;KBAY;NVR;5;5;Nordrhein-Westfalen;West;3,54;2,83;20,06
439;Bayreuth Hbf;NBY;BEG;3;3;Bayern;Süd;5,81;8,54;–46,99
441;Bayrischzell;MBZ;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
442;Bebitz;LBBZ;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
443;Bebra;FB;NVV;3;3;Hessen;Mitte;10,19;4,65;54,37
446;Beckingen (Saar);SBE;VGS;6;5;Saarland;Mitte;1,83;1,46;20,22
447;Bedburg (Erft);KBE;NVR;6;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
448;Bedburg-Hau;KBH;VRR;6;5;Nordrhein-Westfalen;West;3,61;2,83;21,61
450;Beelen;EBEE;NWL;6;6;Nordrhein-Westfalen;West;4,1;2,79;31,95
451;Beelitz Stadt;BBZS;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
452;Beelitz-Heilstätten;BBEL;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
2753;Beerfelden-Hetzbach;;RMV;6;;Hessen;;3,13;;
456;Beeskow;BBES;VBB;6;5;Brandenburg;Ost;4,66;6,95;–49,14
458;Beetz-Sommerfeld;WBESD;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
458;Beetz-Sommerfeld;WBES;VBB;6;6;Brandenburg;Ost;4,66;3,44;26,18
463;Behringersdorf;NBEH;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
464;Beienheim;FBEI;RMV;6;6;Hessen;Mitte;3,13;2,32;25,88
467;Beilrode;LBEI;ZVNL;6;6;Sachsen;Südost;2,57;2,37;7,78
468;Beimerstetten;TBS;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
470;Beldorf;ABE;LVS;7;6;Schleswig-Holstein;Nord;2,26;2,56;–13,27
472;Belgershain;LBGH;ZVNL;6;4;Sachsen;Südost;2,57;1,61;37,35
473;Belleben;LBLL;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
474;Bellenberg;MBNB;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
475;Bellevue;BBEV;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
476;Bellheim;RBLH;ZPNV Süd;6;6;Rheinland-Pfalz;Mitte;2,08;1,47;29,33
8201;Bellheim Am Mühlbuckel;;ZPNV Süd;6;;Rheinland-Pfalz;;2,08;;
478;Belzig;BBIG;VBB;5;5;Brandenburg;Ost;4,08;6,95;–70,34
479;Bempflingen;TBEM;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
480;Benediktbeuern;MBEN;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
481;Bengel;SBG;ZVRP Nord;6;6;Rheinland-Pfalz;Mitte;2,2;1,47;33,18
482;Bennemühlen;HBML;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
6951;Bennewitz;LWZW;ZVNL;6;6;Sachsen;Südost;2,57;2,37;7,78
483;Bennigsen;HBEN;RH;5;5;Niedersachsen;Nord;4,88;2,75;43,65
484;Benningen (Neckar);TBEN;VRStutt;5;5;Baden-Württemberg;Südwest;2,5;2,31;7,6
486;Bennungen;UBEN;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
487;Benshausen;UBH;NVS;7;6;Thüringen;Südost;3,34;1,78;46,71
488;Bensheim;FBH;VRN;4;3;Hessen;Mitte;3,81;4,65;–22,05
489;Bensheim-Auerbach;FBAU;VRN;5;6;Hessen;Mitte;5,53;2,32;58,05
490;Bentwisch;WBE;VMV;6;6;Mecklenburg-Vorpommern;Ost;5,24;2,72;48,09
491;Beratzhausen;NBE;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
495;Berchtesgaden Hbf;MBG;BEG;5;5;Bayern;Süd;3,17;2,32;26,81
6353;Berg (Pfalz);RBRG;ZPNV Süd;7;6;Rheinland-Pfalz;Mitte;1,76;1,47;16,48
496;Berga (Elster);UBGE;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
497;Berga-Kelbra;UBK;NASA;6;5;Sachsen-Anhalt;Südost;4,07;4,03;0,98
498;Bergen (Oberbay);MBE;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
499;Bergen auf Rügen;WBG;VMV;3;3;Mecklenburg-Vorpommern;Ost;29,78;18,8;36,87
500;Bergenweiler;TBER;NVBW;7;6;Baden-Württemberg;Südwest;2,33;2,03;12,88
503;Bergfelde (b Berlin);BBFE;VBB;4;4;Brandenburg;Ost;5,47;2,74;49,91
504;Berghausen;EBGA;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
506;Berghausen (Pfalz);RBGP;ZPNV Süd;6;5;Rheinland-Pfalz;Mitte;2,08;1,73;16,83
507;Bergheim (Erft);KBEE;NVR;6;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
512;Bergisch Gladbach;KBGG;NVR;6;5;Nordrhein-Westfalen;West;4,3;2,83;34,19
515;Bergsdorf;WBER;VBB;7;6;Brandenburg;Ost;3,02;3,44;–13,91
516;Bergtheim;NBHM;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
517;Bergwitz;LBWZ;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
520;Beringhausen;EBRH;NWL;7;6;Nordrhein-Westfalen;West;3,42;2,79;18,42
521;Beringstedt;ABGS;LVS;7;6;Schleswig-Holstein;Nord;2,26;2,56;–13,27
522;Berka (Wipper);UBWI;LVS;7;6;Thüringen;Südost;2,26;1,78;21,24
524;Berkenbrück;BBKR;VBB;6;5;Brandenburg;Ost;4,66;6,95;–49,14
525;Berlin Anhalter Bahnhof;BAHU;VBB Berlin;3;4;Berlin;Ost;3,65;1,96;46,3
6340;Berlin Brandenburger Tor;;VBB Berlin;4;;Berlin;;2,25;;
526;Berlin Frankfurter Allee;BFAL;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
1071;Berlin Hauptbahnhof;;VBB Berlin;1;1;Berlin;Ost;18,18;13,96;23,21
1071;Berlin Hauptbahnhof–Lehrter Bahnhof;BLS;VBB Berlin;1;1;Berlin;Ost;18,18;13,96;23,21
1071;Berlin Hauptbahnhof–Lehrter Bahnhof;BLEH;VBB Berlin;1;1;Berlin;Ost;18,18;13,96;23,21
1071;Berlin Hauptbahnhof–Lehrter Bahnhof;BL;VBB Berlin;1;1;Berlin;Ost;18,18;13,96;23,21
530;Berlin Ostbahnhof;BHF;VBB Berlin;1;1;Berlin;Ost;18,18;13,96;23,21
5016;Berlin Potsdamer Platz;;VBB Berlin;2;;Berlin;;8,86;;
4859;Berlin Südkreuz;;VBB Berlin;1;;Berlin;;18,18;;
533;Berlin Zoologischer Garten;BZOO;VBB Berlin;2;1;Berlin;Ost;8,86;13,96;–57,56
534;Berlin-Adlershof;BADL;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
535;Berlin-Blankenburg;BBKB;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
536;Berlin-Buch;BBU;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
537;Berlin-Charlottenburg;BCHB;VBB Berlin;3;3;Berlin;Ost;3,65;8,38;–129,59
538;Berlin-Friedrichshagen;BFRH;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
527;Berlin-Friedrichstraße;BFRIU;VBB Berlin;2;4;Berlin;Ost;8,86;1,96;77,88
527;Berlin-Friedrichstraße;BFRI;VBB Berlin;2;4;Berlin;Ost;8,86;1,96;77,88
539;Berlin-Frohnau;BFOH;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
528;Berlin-Gesundbrunnen;BGS V;VBB Berlin;1;4;Berlin;Ost;18,18;1,96;89,22
528;Berlin-Gesundbrunnen;BGS R;VBB Berlin;1;4;Berlin;Ost;18,18;1,96;89,22
528;Berlin-Gesundbrunnen;BGS;VBB Berlin;1;4;Berlin;Ost;18,18;1,96;89,22
540;Berlin-Grünau;BGA;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
541;Berlin-Grunewald;BGD;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
542;Berlin-Halensee;BHAL;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
543;Berlin-Hermsdorf;BHED;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
544;Berlin-Hohenschönhausen;BHSH;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
544;Berlin-Hohenschönhausen;BHH;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
545;Berlin-Karlshorst;BKH;VBB Berlin;3;4;Berlin;Ost;3,65;1,96;46,3
546;Berlin-Karow;BKAR;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
547;Berlin-Kaulsdorf;BKD;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
548;Berlin-Köpenick;BKP;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
549;Berlin-Lichtenberg;BLO;VBB Berlin;2;2;Berlin;Ost;8,86;10,52;–18,74
7720;Berlin-Lichterfelde Ost;BLIO;VBB Berlin;3;4;Berlin;Ost;3,65;1,96;46,3
550;Berlin-Lichterfelde West;BLIW;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
551;Berlin-Mahlsdorf;BMDF;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
552;Berlin-Marienfelde;BMF;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
553;Berlin-Marzahn;BMAR;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
554;Berlin-Neukölln;BNKN;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
532;Berlin-Nordbahnhof;BNB;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
555;Berlin-Pankow;BPKR;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
556;Berlin-Rummelsburg;BRH;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
556;Berlin-Rummelsburg;BRGBT;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
556;Berlin-Rummelsburg;BRGB;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
557;Berlin-Schlachtensee;BSLS;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
1821;Berlin-Schönefeld Flughafen;BFHS;VBB;3;3;Brandenburg;Ost;11,35;19,94;–75,68
559;Berlin-Schöneweide Pbf;BSWP;VBB Berlin;3;4;Berlin;Ost;3,65;1,96;46,3
560;Berlin-Schönholz;BSNL;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
561;Berlin-Spandau;BSPD;VBB Berlin;2;2;Berlin;Ost;8,86;10,52;–18,74
563;Berlin-Spindlersfeld;BSPF;VBB Berlin;5;5;Berlin;Ost;2,04;3,1;–51,96
564;Berlin-Staaken;BSTAB;VBB Berlin;6;5;Berlin;Ost;2,81;3,1;–10,32
564;Berlin-Staaken;BSTA;VBB Berlin;6;5;Berlin;Ost;2,81;3,1;–10,32
7721;Berlin-Tegel;BTG;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
565;Berlin-Tempelhof;BTF;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
566;Berlin-Wannsee;BWS;VBB Berlin;2;2;Berlin;Ost;8,86;10,52;–18,74
566;Berlin-Wannsee ARZ;BWS;VBB Berlin;2;2;Berlin;Ost;8,86;10,52;–18,74
6723;Berlin-Westkreuz;BWKRV;VBB Berlin;3;4;Berlin;Ost;3,65;1,96;46,3
6723;Berlin-Westkreuz;BWKRR;VBB Berlin;3;4;Berlin;Ost;3,65;1,96;46,3
6723;Berlin-Westkreuz;BWKR;VBB Berlin;3;4;Berlin;Ost;3,65;1,96;46,3
567;Berlin-Wilhelmsruh;BWM;VBB Berlin;5;4;Berlin;Ost;2,04;1,96;3,92
568;Berlin-Zehlendorf;BZD;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
569;Berliner Tor (S-Bahn);ABTS;BWVI;3;4;Hamburg;Nord;3,6;2,12;41,11
569;Berliner Tor (S-Bahn);ABTSB;BWVI;3;4;Hamburg;Nord;3,6;2,12;41,11
569;Berliner Tor (S-Bahn);ABTSL;BWVI;3;4;Hamburg;Nord;3,6;2,12;41,11
570;Bermatingen-Ahausen;RBAH;NVBW;6;6;Baden-Württemberg;Südwest;2,93;2,03;30,72
571;Bernau (b Berlin);BBRN;VBB;3;3;Brandenburg;Ost;11,35;19,94;–75,68
572;Bernau a, Chiemsee;MBN;BEG;5;6;Bayern;Süd;3,17;2,01;36,59
7910;Bernau-Friedenstal;BBRNF;VBB;5;4;Brandenburg;Ost;4,08;2,74;32,84
7910;Bernau-Friedenstal;BBRF;VBB;5;4;Brandenburg;Ost;4,08;2,74;32,84
573;Bernburg;LBG;NASA;4;5;Sachsen-Anhalt;Südost;4,99;4,03;19,24
574;Bernburg-Friedenshall;LBGF;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
575;Bernburg-Strenzfeld;LBGS;NASA;6;6;Sachsen-Anhalt;Südost;4,07;1,97;51,6
576;Bernburg-Waldau Hp;LBWD;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
576;Bernburg-Waldau Hp;LBGW;NASA;7;6;Sachsen-Anhalt;Südost;2,9;1,97;32,07
577;Berne;HBER;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
578;Bernried;MBER;BEG;6;6;Bayern;Süd;3,34;2,01;39,82
579;Bernsgrün;UBGN;BEG;6;6;Thüringen;Südost;3,34;1,78;46,71
580;Bernterode;UBE;NVS;6;6;Thüringen;Südost;4,2;1,78;57,62
581;Bersenbrück;HBBR;LNVG;6;6;Niedersachsen;Nord;4,62;2,61;43,51
583;Berthelsdorf (Erzgeb);DBF;VMS;7;6;Sachsen;Südost;3,15;2,37;24,76
585;Berzhahn;FBEZ;ZVRP Nord;7;6;Rheinland-Pfalz;Mitte;1,74;1,47;15,52
587;Besch;SBS;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
588;Besigheim;TBE;NVBW;5;5;Baden-Württemberg;Südwest;3,49;2,31;33,81
589;Besseringen;SBES;VGS;6;6;Saarland;Mitte;1,83;1,25;31,69
590;Bestensee;BBST;VBB;6;5;Brandenburg;Ost;4,66;6,95;–49,14
591;Bestwig;EBWG;NWL;5;5;Nordrhein-Westfalen;West;4,04;2,83;29,95
592;Betriebsbahnhof Berlin-Rummelsburg;BRB;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
595;Betriebsbahnhof Berlin-Schöneweide;BSCF;VBB Berlin;4;4;Berlin;Ost;2,25;1,96;12,89
596;Bettmannsäge;NBMS;BEG;7;6;Bayern;Süd;2,41;2,01;16,6
597;Betzdorf (Sieg);EBZ;ZVRP Nord;3;4;Rheinland-Pfalz;Mitte;5,89;1,31;77,76
599;Beucha;LBEU;ZVNL;6;5;Sachsen;Südost;2,57;3,81;–48,25
600;Beucha Ost;LBEO;ZVNL;6;6;Sachsen;Südost;2,57;2,37;7,78
